zip_code,violations,current_demerits,inspection_demerits,inspection_grade,current_score,inspection_score,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi,accepts_apple_pay,accepts_google_pay,gender_neutral_restrooms,good_for,good_for_working,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
89102,102,66,235,A,95.0,90.45454545,4.5,493,-1,-1,0,1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,-1,0,-1,-1,1,3,-1,-1,0,-1,1,-1,1,0,-1,1,1,1,0,1,1,-1,1,1,0,0,-1,3,1,-1,-1,1,1,-1,-1
89147,63,78,133,A,95.0,91.92307692,4.0,40,-1,-1,1,1,-1,-1,-1,1,0,1,1,-1,1,0,-1,-1,0,-1,-1,1,1,-1,1,0,-1,1,-1,0,0,-1,0,1,3,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89118,25,17,53,A,95.0,93.18181818,3.0,227,-1,-1,2,0,-1,-1,3,1,-1,1,3,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,2,-1,1,0,-1,0,1,2,1,-1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
89118,9,24,27,A,95.0,95.0,3.0,29,-1,-1,0,0,-1,-1,3,1,-1,1,1,-1,0,-1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,0,0,1,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89120,67,129,136,A,95.0,91.66666667,3.5,99,-1,-1,0,1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,1,1,1,0,0,1,-1,1,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
89103,41,74,85,A,95.0,92.5,4.5,11,-1,-1,2,2,-1,-1,-1,0,0,1,0,-1,-1,0,-1,-1,0,-1,0,1,-1,-1,1,1,0,1,-1,0,-1,-1,1,1,1,0,-1,1,1,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
89104,147,238,354,B,89.54545455,85.90909091,4.0,55,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89104,31,62,57,A,95.0,94.09090909,4.0,25,-1,-1,2,1,-1,-1,3,1,-1,1,1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,1,1,1,1,-1,0,0,-1,0,1,1,0,-1,1,1,1,1,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1
89101,50,12,141,A,95.0,91.66666667,4.5,27,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,1,1,1,0,0,1,-1,-1,0,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
89110,34,18,128,B,95.0,86.11111111,2.0,12,-1,-1,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,0,-1,0,0,-1,1,1,2,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89110,34,18,128,B,95.0,86.11111111,1.5,21,-1,-1,0,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,-1,2,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
89145,29,60,92,B,95.0,86.66666667,3.5,21,-1,-1,0,1,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,3,-1,0,0,-1,0,1,2,0,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89103,17,18,50,A,95.0,90.0,4.0,55,-1,-1,2,2,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,0,-1,0,0,-1,0,1,2,0,1,0,-1,0,1,0,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
89121,3,7,7,A,95.0,95.0,4.0,4,-1,-1,0,0,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,0,-1,-1,1,0,-1,-1,1,-1,0,-1,0,0,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89147,6,30,15,A,95.0,95.0,3.5,8,-1,-1,0,0,-1,-1,-1,0,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,-1,1,0,-1,1,1,1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89128,79,8,155,A,95.0,91.47058824,3.5,31,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,1,1,-1,-1,0,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89119,44,62,74,A,95.0,95.0,4.0,84,-1,-1,2,2,-1,-1,3,1,-1,1,1,-1,0,0,-1,-1,0,-1,0,0,3,-1,1,1,1,1,-1,0,0,-1,0,1,1,0,1,1,1,-1,1,0,-1,-1,3,-1,-1,1,-1,-1,-1,-1
89117,69,27,152,A,95.0,91.25,3.5,537,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,2,1,1,1,-1,1,0,0,0,-1,2,-1,-1,-1,1,1,-1,1
89103,66,90,133,A,95.0,91.47058824,3.0,110,-1,-1,0,1,-1,-1,-1,0,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,1,3,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,0,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
89118,72,126,131,A,95.0,92.85714286,3.0,214,-1,-1,2,1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,3,-1,-1,1,-1,1,-1,0,0,-1,1,1,2,1,1,1,-1,1,0,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
89123,4,0,3,E,95.0,47.5,5.0,24,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,0,0,-1,1,1,2,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89102,27,30,41,A,95.0,95.0,3.5,125,-1,-1,2,1,-1,-1,3,1,-1,1,1,-1,1,0,-1,-1,-1,-1,0,0,0,-1,1,1,1,2,-1,0,0,-1,1,1,1,0,-1,1,1,1,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1
89104,43,83,106,A,95.0,91.92307692,3.5,140,-1,-1,0,1,0,1,-1,1,-1,1,1,-1,1,-1,0,-1,-1,-1,-1,1,3,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,1,1,-1,3,-1,-1,-1,-1,-1,-1,-1
89117,6,18,19,A,95.0,95.0,4.5,323,-1,-1,2,1,0,0,-1,1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,1,-1,0,1,-1,0,1,3,1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89102,9,9,22,A,95.0,91.66666667,4.0,219,-1,-1,0,1,-1,-1,-1,1,-1,1,2,-1,1,-1,-1,-1,1,-1,-1,1,3,-1,-1,0,-1,1,-1,1,0,-1,0,0,2,1,1,1,-1,1,1,-1,-1,-1,3,-1,1,-1,1,1,-1,-1
89130,108,85,230,A,95.0,90.23809524,3.5,87,-1,-1,0,1,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,0,-1,0,0,-1,1,1,1,0,0,1,-1,1,0,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
89102,113,138,276,B,95.0,88.18181818,3.0,131,-1,-1,2,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,2,-1,1,0,0,1,-1,0,0,1,0,1,2,1,1,1,-1,0,0,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
89113,69,104,139,B,95.0,87.0,3.5,174,-1,-1,1,1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,0,-1,0,0,-1,1,1,2,0,1,1,-1,1,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
89143,34,94,88,A,94.28571429,92.85714286,3.0,43,-1,-1,0,1,-1,-1,-1,1,0,1,1,-1,0,-1,-1,-1,0,1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,0,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
89118,30,27,71,A,95.0,91.66666667,4.5,22,-1,-1,2,1,-1,-1,2,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,1,1,0,0,-1,0,-1,-1,-1,1,2,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
89109,132,117,313,B,95.0,83.2,2.5,6,-1,-1,1,0,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,-1,0,0,-1,0,1,1,0,1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89115,59,63,110,A,95.0,91.42857143,3.0,38,-1,-1,0,0,-1,-1,-1,0,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,-1,0,0,-1,1,1,1,1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89117,8,16,16,A,95.0,95.0,4.5,84,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,1,0,-1,1,1,2,1,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89117,89,128,161,A,95.0,90.625,3.5,166,-1,-1,0,1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,0,-1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,1,1,2,0,0,1,-1,1,1,0,-1,-1,2,-1,-1,-1,-1,-1,-1,0
89115,23,75,50,B,95.0,84.44444444,5.0,5,-1,-1,2,0,-1,-1,3,1,0,0,0,-1,1,0,-1,-1,0,0,0,1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,1,0,-1,1,1,1,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1
89123,20,45,38,A,95.0,95.0,2.0,16,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,-1,0,0,-1,0,0,1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89118,15,39,28,B,95.0,81.42857143,4.0,109,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,0,0,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,1,0,1,-1,1,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
89123,49,83,108,A,95.0,92.14285714,3.5,124,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,0,0,-1,4,-1,-1,-1,-1,-1,-1,0
89145,21,64,53,A,95.0,95.0,4.0,505,-1,-1,2,1,-1,-1,3,1,-1,1,2,-1,1,0,-1,-1,-1,-1,0,1,4,-1,1,1,0,1,-1,1,0,-1,1,1,2,1,1,1,0,1,0,1,0,-1,4,-1,-1,-1,-1,-1,-1,-1
89139,80,397,170,A,80.88235294,90.88235294,2.5,205,-1,-1,0,0,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,0,0,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,1,1,2,0,0,1,-1,1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,0
89129,50,0,121,A,95.0,93.82352941,2.5,131,-1,-1,0,1,-1,-1,3,1,0,1,1,-1,1,-1,-1,-1,-1,-1,1,1,2,-1,-1,1,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,0,-1,-1,2,-1,-1,-1,-1,-1,-1,0
89129,50,0,121,A,95.0,93.82352941,3.0,94,-1,-1,0,0,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,2,-1,1,0,-1,0,1,1,0,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89118,93,18,264,B,95.0,84.77272727,3.0,15,-1,-1,0,0,-1,-1,-1,1,0,1,0,-1,0,-1,-1,-1,-1,0,-1,1,0,-1,-1,1,-1,0,-1,0,0,-1,1,1,1,0,1,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89101,23,9,46,A,95.0,93.88888889,4.0,188,-1,-1,2,1,-1,-1,3,0,0,1,1,-1,0,0,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,1,0,-1,1,1,2,0,-1,1,1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
89169,76,75,143,A,95.0,90.26315789,2.0,14,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,2,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
89030,33,96,76,B,95.0,86.25,4.0,8,-1,-1,0,0,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,1,-1,1,0,-1,0,1,2,0,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89122,98,133,210,B,95.0,89.70588235,4.0,496,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,0,1,1,-1,1,0,0,-1,-1,2,-1,-1,-1,1,1,-1,1
89141,24,30,49,A,95.0,95.0,4.0,151,-1,-1,0,1,-1,-1,-1,1,0,1,1,-1,0,-1,-1,-1,1,-1,-1,1,3,-1,-1,0,-1,0,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,1,-1,-1,3,1,-1,-1,-1,-1,-1,-1
89146,45,71,76,A,95.0,91.25,4.5,414,-1,-1,1,1,-1,-1,-1,0,0,1,1,-1,0,-1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,1,1,1,-1,1,0,0,0,-1,1,-1,-1,-1,-1,1,-1,-1
89101,37,96,75,A,95.0,94.16666667,4.0,50,-1,-1,1,1,-1,-1,-1,0,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,0,-1,0,0,-1,0,1,1,0,1,1,-1,1,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
89102,119,0,272,B,95.0,86.875,3.0,45,-1,-1,0,1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,1,-1,0,0,-1,0,1,2,1,1,1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
89139,12,24,29,A,95.0,95.0,3.0,42,-1,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,3,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89147,60,76,149,A,95.0,90.71428571,4.0,103,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,-1,0,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1
89128,47,87,110,A,91.42857143,92.14285714,4.0,133,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,1,-1,0,-1,-1,0,1,1,0,-1,1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
89123,23,27,51,B,72.5,80.0,3.5,28,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89146,6,27,51,B,95.0,88.33333333,4.5,7,-1,-1,0,0,-1,-1,-1,-1,-1,1,5,-1,1,-1,-1,-1,0,-1,-1,1,2,-1,-1,1,-1,0,-1,1,0,-1,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89122,111,156,267,A,95.0,90.41666667,2.5,17,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,0,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,0
89122,111,156,267,A,95.0,90.41666667,2.5,48,-1,-1,0,1,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,1,-1,1,3,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,-1,-1,-1,3,-1,-1,-1,-1,1,-1,0
89135,20,91,38,A,95.0,95.0,3.5,34,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,0
89135,20,91,38,A,95.0,95.0,3.0,22,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,0,-1,2,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
89104,10,15,25,A,95.0,95.0,2.0,3,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,0,-1,0,0,-1,1,1,1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89104,10,15,25,A,95.0,95.0,3.5,5,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,0,0,-1,1,0,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89146,54,90,125,A,95.0,90.33333333,4.0,108,-1,-1,0,1,-1,-1,-1,1,-1,1,1,0,0,-1,-1,-1,0,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,1,1,1,-1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89147,22,30,39,A,95.0,94.09090909,3.5,25,-1,-1,0,1,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,1,-1,1,3,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0
89147,22,30,39,A,95.0,94.09090909,2.0,40,-1,-1,0,0,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,1,-1,1,3,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,0
89106,14,0,33,B,95.0,85.0,3.0,87,-1,-1,0,0,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,0,0,-1,1,1,1,0,1,1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
89117,2,4,4,A,95.0,95.0,4.0,5,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89123,50,69,97,A,95.0,92.27272727,3.5,61,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,1,1,2,0,1,1,-1,-1,1,-1,-1,-1,2,-1,-1,-1,-1,1,-1,1
89109,24,9,45,A,95.0,95.0,1.5,21,-1,-1,0,1,-1,-1,3,1,-1,1,1,-1,0,1,-1,-1,-1,-1,1,1,-1,-1,0,1,1,1,-1,0,0,-1,0,1,4,0,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89117,42,8,109,A,95.0,92.69230769,3.0,252,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,0,-1,1,-1,1,0,-1,0,1,2,1,1,1,-1,1,0,-1,1,-1,3,-1,-1,-1,-1,-1,-1,1
89103,3,20,20,A,95.0,95.0,4.0,19,-1,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,1,-1,1,0,-1,1,1,1,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89135,130,198,310,B,95.0,88.07692308,3.5,115,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,0,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
89014,56,108,97,A,95.0,91.66666667,3.5,31,-1,-1,2,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,2,-1,1,0,-1,0,1,2,1,1,1,-1,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
89104,106,165,333,B,95.0,87.0,4.0,9,-1,-1,1,0,-1,-1,-1,1,-1,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89118,11,32,41,A,95.0,92.5,4.0,4,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,1,0,-1,1,1,1,0,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89148,1,3,3,A,95.0,95.0,3.5,85,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89103,39,3,55,B,95.0,86.25,4.0,220,-1,-1,1,1,-1,2,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,2,-1,-1,1,-1,0,-1,0,0,-1,1,1,2,1,1,1,-1,1,1,0,-1,1,2,-1,-1,-1,-1,-1,-1,1
89139,46,58,96,B,95.0,88.33333333,1.5,10,-1,-1,0,0,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,0,-1,1,0,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89117,19,6,26,A,95.0,95.0,4.0,200,-1,-1,2,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,4,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,1,1,-1,1,0,0,0,-1,4,-1,-1,-1,-1,-1,-1,1
89102,57,78,147,A,95.0,90.38461538,3.0,687,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,0,0,-1,2,-1,1,-1,1,1,-1,0
89032,31,33,46,B,95.0,89.54545455,3.0,19,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,1,1,1,0,0,1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
89149,27,0,59,A,95.0,94.16666667,3.5,44,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,-1,-1,1,1,1,0,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89146,90,144,185,B,95.0,89.73684211,4.0,45,-1,-1,2,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,0,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
89130,32,54,61,B,95.0,88.0,3.0,22,-1,-1,0,1,-1,-1,-1,0,-1,1,0,-1,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89117,42,54,100,C,95.0,78.88888889,3.5,10,-1,-1,1,0,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,2,-1,0,0,-1,1,1,2,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89104,94,84,244,B,95.0,85.0,4.5,5,-1,-1,0,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,1,0,-1,1,1,1,0,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89183,26,64,77,A,95.0,94.0,3.5,133,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,1,-1,2,-1,0,0,-1,0,1,2,0,0,1,-1,1,1,0,0,-1,3,-1,-1,-1,-1,-1,-1,0
89128,57,55,193,A,95.0,91.11111111,3.5,119,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,0,0,-1,2,-1,-1,-1,1,1,-1,-1
