business_id,zip_code,violations,current_demerits,inspection_demerits,inspection_grade,rating,review_count,alcohol,ambience,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,caters,coat_check,corkage,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi,accepts_apple_pay,accepts_google_pay,good_for,has_pool_table,waiter_service
8shxmij5d2IjGLI_1riVUw,89139,34,33,75,A,2.0,15,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,-1
Q91cYZDYdoUB6WeVB6U6Dg,89139,34,33,75,A,4.0,16,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2,0,0,1,1,1,0,0,0,1,1,-1
gg1Qw0HhF47DCRth8jUY0A,89139,34,33,75,A,3.0,34,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,-1
rbFN_V-vzHLSX0XOLrMkIw,89139,34,33,75,A,4.0,25,0,0,0,3,0,0,1,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,-1
9virZ-ORrLHsv0p8EORxeg,89141,3,8,8,A,2.5,30,0,0,0,3,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,-1
hxvrzLFpNQQFKEMNSO6FlQ,89101,19,0,41,A,3.0,39,2,2,0,3,0,0,1,2,1,0,0,0,0,1,1,1,1,1,1,3,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,1,-1
yrRzB4EZb15shCOt7axnzA,89119,10,18,19,A,3.0,31,0,0,0,3,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2,1,0,1,1,1,0,0,0,1,1,-1
T5UBAJt5Kod_wQGbH6m9hA,89101,108,143,305,B,4.5,157,2,1,0,3,0,0,1,1,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,1,2,0,1,1,1,1,0,0,0,2,1,-1
XdhJ7PjfMjBmZwvKikWlkA,89117,20,57,43,A,3.5,47,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,3,-1,1
Yu_WYzA4zIlCxAWqpDJchw,89149,20,81,45,A,4.0,91,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,2,1,-1
QAXFkN4iDiC1HUrkOiAAKA,89147,26,18,58,B,1.5,6,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,-1
lG759ODx7tj6wbS7rYip1g,89123,31,27,59,A,4.0,231,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,1,1,2,1,1,1,1,1,0,0,0,3,0,-1
yGCrsq0AYI8WN7goMVLHJA,89119,59,0,185,B,3.5,206,2,1,1,3,1,0,1,1,0,0,0,0,0,1,1,2,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,2,0,-1
rMVi-Vn_mN_X9J1ZSl1lWA,89128,81,44,180,A,3.0,35,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,-1
DQlLXcBYhKriBx0X4ssjvg,89103,24,0,50,A,3.0,14,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,2,0,0,1,1,1,1,0,0,1,1,-1
LXt2Aycp2ILMWQmKsjl4Wg,89117,12,21,22,A,4.0,96,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,2,0,-1
4YxFjoS28WzggYyDxGkKBg,89117,12,21,22,A,3.5,13,0,0,0,3,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,-1
VNOz_tOw_Hz3FAJeEHb_yg,89117,14,28,43,A,3.0,20,1,0,0,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,1,1,1,1,1,0,0,0,1,1,-1
CiYLq33nAyghFkUR15pP-Q,89104,76,111,178,B,4.0,1492,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,3,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,3,0,-1
DVfCbJhJUDWRlUfrKzaKOA,89102,145,188,276,B,2.0,532,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,0,1,1,1,1,0,0,0,2,0,-1
CTN5Z3fs3jFHfyma8XxzVg,89134,13,24,25,A,3.5,21,0,1,0,3,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,-1
EwxhzR-VghhMsRObXLMitw,89107,53,49,135,A,4.5,276,0,1,1,3,1,0,1,1,0,0,0,1,0,0,1,3,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,3,0,-1
h-9Kk7uTIud4_wM4RaxwrA,89117,2,3,3,A,2.5,19,0,1,0,3,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,2,0,0,1,1,1,0,0,0,1,1,-1
UVqelOc_xJwy6lfnOhiCLQ,89115,61,3,114,A,3.5,20,0,2,0,3,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,2,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,-1
YUE5S4ReiM4dq9qkKbDMwg,89108,27,41,57,A,3.5,199,2,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,1,2,1,1,1,1,1,0,1,0,2,0,-1
PQER4ba8Q0zqB1G2QiXamQ,89103,39,120,92,B,4.0,1031,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,1,2,0,1,1,1,1,0,0,0,3,0,-1
dblGQtHAzNy1ACis1m2shw,89147,115,160,243,B,3.5,155,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,-1,0
Ijdoi6pDMK3Burw3TtAOZg,89119,40,72,89,A,2.5,35,0,0,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,2,0,0,1,1,1,1,0,0,1,1,-1
eU_XJ4uNAlRoH4tNfWtz9g,89107,12,0,18,A,4.0,5,0,0,0,3,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,2,0,0,1,1,1,1,0,0,1,1,-1
ZgWjkMSzIV9fAuJJQXSUvA,89128,33,102,79,A,4.0,428,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,1,2,0,0,1,1,1,0,0,1,3,0,-1
YavRvjbLsvh4DYDJPAfJIA,89123,121,116,311,B,3.5,461,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,-1,1
wdLDTuAxZy2GY5NaQQ6GHQ,89122,49,75,93,A,2.5,5,2,0,0,3,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,-1
NkuLKJJE_KxcxKs8Kj8thQ,89146,80,55,173,B,4.0,36,1,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0,0,0,1,1,-1
EkOqxlglUpw9YUdnTbbJKg,89103,58,72,121,B,3.0,31,0,1,0,3,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,2,0,0,1,1,1,1,0,0,1,1,-1
bPcqucuuClxYrIM8xWoArg,89135,21,26,35,A,4.0,461,2,1,1,3,1,0,1,1,1,0,0,1,0,0,1,2,0,1,1,1,0,1,0,0,1,2,1,1,1,0,1,1,0,0,2,0,-1
_OTl6V2oUfMMmoDWD2nXVg,89128,9,0,7,A,4.0,84,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,2,0,-1
_axD8DiO1to9Am8xJjtKHw,89103,32,84,63,A,3.5,70,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,3,1,-1
jkhEPQovg6JKPzUr43MC_g,89130,43,117,90,A,3.0,16,2,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,2,0,0,1,1,1,0,0,0,1,0,-1
eqRYda9F_4ziinRW-N6ixw,89117,74,36,174,A,2.5,48,0,1,0,3,1,0,1,1,1,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,1,-1
RhV7sraRUB3km-gF-tmDow,89117,74,36,174,A,3.0,61,0,1,0,3,1,0,1,1,0,0,0,0,0,0,1,4,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,4,-1,0
D74O-i-iEWo-e5BpwFMcUA,89117,74,36,174,A,3.0,74,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,5,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,5,-1,0
gqcJHVFCPeBRGnDf8bFzMw,89117,25,84,51,A,3.5,204,2,1,1,3,1,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,1,2,1,1,1,1,1,1,1,0,3,-1,1
j5nPiTwWEFr-VsePew7Sjg,89102,261,0,579,B,4.0,1410,2,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,1,1,1,1,1,0,0,0,2,0,-1
Wo_ZL7I3hS-eW6pJWg1V8A,89110,44,96,90,B,2.0,13,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,-1
1Vn_lex3LGGwuTo-xeJnww,89147,21,8,40,A,4.0,128,2,1,0,3,1,0,1,1,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,2,0,-1
FCP5hYaTtn6dkpmZ_NTvEw,89106,44,45,134,B,3.5,209,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,0,1,1,1,1,0,0,0,2,0,-1
crGdKSRKi25R2vorZ7skzg,89101,56,3,152,A,4.5,3,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,-1
_WfdPyh065bo59USqPi9xQ,89121,28,30,56,A,4.0,13,2,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,-1
dYZqJ2S1ND9KghLIKJg71g,89102,99,60,196,B,3.5,25,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,2,1,-1
QOlGFm6M_33fzGgQ5I-Kgg,89148,25,72,53,A,2.5,20,0,1,0,3,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,-1
HsrEbWCg8K06pUhx469uSw,89121,35,48,66,B,4.5,132,0,1,1,3,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,2,0,-1
6HdzmAatFoB8UDep4n9QIw,89148,37,99,80,B,3.0,98,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,5,1,0,1,1,0,0,0,0,1,2,0,1,1,1,1,1,0,0,5,1,-1
bcpCJ7q9_HXO53eaeuIZrw,89128,22,48,59,A,4.5,3,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,-1
Rhz38lsptoxX9IWS641LFA,89106,22,56,44,A,4.0,21,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,-1,0
Yo8NIJEtc8UEbPd38L35ow,89139,2,8,8,A,4.5,16,2,0,0,3,1,0,1,3,1,0,0,0,0,1,1,0,1,1,1,2,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,-1
0XEqyl_lVaJNHRKxNcjJZg,89102,102,66,235,A,4.5,493,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,3,0,-1
Ql_J2DSIE8QYp5rXf3721A,89147,63,78,133,A,4.0,40,1,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,3,1,1,1,1,1,0,0,0,1,1,-1
QqE0ECLim5hA-sV-kJiIIA,89118,25,17,53,A,3.0,227,2,0,1,3,1,0,1,3,1,1,0,0,0,1,1,2,1,1,1,2,0,1,0,0,1,2,1,1,1,1,1,0,0,0,2,0,-1
awAxthsSo0Y8KBQXJhNxvQ,89118,9,24,27,A,3.0,29,0,0,0,3,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,-1
Jl6_g-pZD5aQGg2y87myeQ,89120,67,129,136,A,3.5,99,0,1,1,3,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,2,1,-1
HW7zxZhaq01rqphUvae7cA,89103,41,74,85,A,4.5,11,2,2,0,3,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,-1
4VXIS8vpNzEysXZVN5xGDA,89104,147,238,354,B,4.0,55,1,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,2,1,1,1,1,1,0,0,0,2,1,-1
JpPlBOJg9fb4Ib_iQnnURw,89104,31,62,57,A,4.0,25,2,1,0,3,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,-1
9J-Vg2-uqjreSRtITaDlMg,89101,50,12,141,A,4.5,27,0,1,0,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,2,1,-1
oJujreJoOoskuA09JJ39FQ,89110,34,18,128,B,2.0,12,0,0,0,3,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,2,0,0,1,1,1,1,0,0,1,1,-1
eJECvXFIUnfcDE6PzKS2Yw,89110,34,18,128,B,1.5,21,0,0,0,3,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,-1
Qc-bULSBAyVh_qaKRWkF9A,89145,29,60,92,B,3.5,21,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,1,2,0,1,1,1,1,1,0,0,1,1,-1
O9J0XoJR16wWbSZpXs9Uwg,89103,17,18,50,A,4.0,55,2,2,0,3,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,3,1,-1
uwTzA758DKewtUJMe-C1fA,89121,3,7,7,A,4.0,4,0,0,0,3,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,-1
YIbsxjyP2jNzoH9RlxaSYA,89147,6,30,15,A,3.5,8,0,0,0,3,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,-1
EomaPrsFLVSe9TLRtpevwA,89128,79,8,155,A,3.5,31,0,1,0,3,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,-1
fHo_ycJ1OQ_H7DyctJhr6A,89119,44,62,74,A,4.0,84,2,2,1,3,1,0,1,1,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,3,1,-1
qsJkjQoM3Hdg6Gtqp2S9_w,89117,69,27,152,A,3.5,537,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,1,1,1,1,1,0,0,0,2,-1,1
q3SXDX-a-T_DMU2h2CJzcg,89103,66,90,133,A,3.0,110,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,3,1,-1
21sGRVR7HEs_t6PdB9tGMw,89118,72,126,131,A,3.0,214,2,1,1,3,0,0,1,1,1,0,0,0,0,0,0,3,1,1,1,1,0,0,0,1,1,2,1,1,1,1,1,0,1,0,3,0,-1
BYKdkOGUGDsuYV9XW4_RGA,89123,4,0,3,E,5.0,24,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,2,0,0,1,1,1,1,1,0,1,1,-1
mcWAIj1u1S-QDBhB7CiIdQ,89102,27,30,41,A,3.5,125,2,1,0,3,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,1,1,0,1,1,1,1,0,0,0,2,0,-1
JgkfjCL1NfMBC_M_hax_3Q,89104,43,83,106,A,3.5,140,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,3,0,-1
3m2XZFVraCiqjgLxHi5MdA,89117,6,18,19,A,4.5,323,2,1,0,3,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,3,1,1,1,1,1,0,0,0,2,0,-1
SuRxV4YkPsvyyqK57On0rQ,89102,9,9,22,A,4.0,219,0,1,1,3,1,0,1,2,1,0,0,1,0,0,1,3,1,0,1,1,0,1,0,0,0,2,1,1,1,1,1,1,0,0,3,0,-1
KTDDw1gAV4G_YoKOdQ1Ygw,89130,108,85,230,A,3.5,87,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,2,1,-1
LZSyWy4IHgXg6QhW2jrBlw,89102,113,138,276,B,3.0,131,2,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,2,1,1,1,1,0,0,1,0,2,1,-1
_8yxceldCT7oe0wJC-yDPA,89113,69,104,139,B,3.5,174,1,1,1,3,0,0,1,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,1,2,0,1,1,1,1,0,0,0,2,0,-1
0Nb4piKDUVbedlrakwEUuw,89143,34,94,88,A,3.0,43,0,1,0,3,1,0,1,1,0,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,3,1,-1
C1fyoypOblHhDzSxXTRWKg,89118,30,27,71,A,4.5,22,2,1,0,2,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,1,0,-1
Hg3pn4JwDD0Mm_Hxr-at2w,89109,132,117,313,B,2.5,6,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,2,1,-1
vX-FwyJ7eINXn_Gn6CqMFg,89115,59,63,110,A,3.0,38,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,-1
DO3FefiMYiPYsEl6O8W2dw,89117,8,16,16,A,4.5,84,1,1,0,3,1,0,1,1,1,0,0,0,0,1,1,2,1,1,1,1,0,1,0,1,1,2,1,0,1,1,1,1,0,0,2,0,-1
zBD6zc8YU-TA0_KJmN1tpA,89117,89,128,161,A,3.5,166,0,1,1,3,0,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,1,2,0,0,1,1,1,1,0,0,2,-1,0
tX2UUyP3WCCsfqWGQcMBkA,89115,23,75,50,B,5.0,5,2,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,-1
nQvn3VIhBqfD43Ag7QfflA,89123,20,45,38,A,2.0,16,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,-1
