zip_code,violations,current_demerits,inspection_demerits,inspection_grade,rating,review_count,alcohol,ambience,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,caters,coat_check,corkage,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi,accepts_apple_pay,accepts_google_pay,good_for,has_pool_table,waiter_service
89145,41,6,94,A,4,832,0,2,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,1,0,0,1,-1,1,1,0,-1,2,-1,0
89101,19,24,44,B,3,33,2,1,0,3,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,2,1,1,1,2,1,1,-1,-1,-1,-1,-1
89102,33,33,72,A,4,209,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,1,1,2,0,1,1,1,1,1,1,1,-1,-1,-1
89147,59,0,152,A,4,150,0,1,1,3,1,0,1,1,1,0,0,0,0,1,1,2,1,1,1,0,0,0,0,1,1,2,0,1,1,-1,1,0,1,-1,-1,-1,-1
89102,120,106,253,B,3.5,669,1,1,1,3,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,1,2,0,1,0,-1,1,0,0,0,3,-1,1
89148,40,51,58,A,3.5,163,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,0,2,0,0,1,-1,1,0,1,-1,2,-1,-1
89106,23,45,53,A,3.5,5,2,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2,0,0,1,1,1,-1,-1,-1,-1,-1,-1
89119,7,20,34,A,2.5,69,2,1,0,3,1,0,1,3,0,0,0,0,0,1,0,1,1,1,2,1,0,1,0,0,1,3,1,1,1,1,1,0,-1,-1,-1,-1,-1
89104,1,0,0,A,5,4,2,2,0,3,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,-1,2,-1,1
89123,4,9,7,A,4.5,205,0,1,1,3,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,-1,-1,-1
89147,57,84,124,A,3,99,0,1,1,3,1,0,1,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,1,-1,2,-1,-1
89123,2,0,1,A,4,19,0,0,0,3,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,-1,1,-1,-1,-1,-1,-1
89135,45,47,85,A,3,100,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,1,0,0,1,-1,1,1,1,1,-1,-1,-1
89117,28,40,51,A,4,85,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,-1,-1
89139,55,36,105,A,3.5,280,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,1,-1,1,1,0,-1,3,-1,-1
89103,35,108,80,B,3.5,22,0,1,0,3,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,2,0,0,1,1,1,0,0,-1,-1,-1,-1
89130,21,0,24,A,4,12,2,0,0,3,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,-1,-1,-1,-1,-1
89145,52,134,129,A,3,42,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,-1,-1,1,-1,-1
89103,53,42,121,A,3.5,96,2,1,1,3,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,-1,1,0,-1,-1,3,-1,-1
89103,42,3,68,A,3.5,10,2,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,1,-1,-1,-1,-1,-1
89169,51,60,89,A,4.5,86,2,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,-1,-1,-1
89103,34,36,89,A,4,202,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,2,1,0,1,-1,1,0,0,0,-1,-1,-1
89135,7,21,15,A,3.5,320,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,-1,1,1,0,0,-1,-1,-1
89135,23,6,20,A,4.5,32,1,1,0,3,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,2,0,0,1,1,1,0,-1,-1,-1,-1,-1
89102,83,153,192,A,3,71,0,1,0,3,0,0,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,0,0,1,-1,1,0,0,-1,-1,-1,-1
89117,7,32,24,A,2,9,0,1,0,3,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,2,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89115,54,96,120,A,4.5,26,1,1,0,3,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,2,1,1,1,-1,1,0,1,-1,1,-1,-1
89128,90,142,228,B,3.5,111,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,0,-1,0,2,-1,1
89122,58,117,119,A,3.5,93,0,1,1,3,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,2,0,0,1,-1,0,0,0,-1,-1,-1,-1
89117,55,82,144,A,4,688,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,0,1,1,0,1,0,0,1,1,1,0,1,-1,1,1,0,0,-1,-1,-1
89146,103,6,256,B,3.5,503,2,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,1,1,1,1,-1,0,0,0,1,2,-1,1
89102,30,245,94,B,4,342,2,1,1,3,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1
89146,98,60,231,B,4,2499,1,1,1,3,0,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,1,0,1,1,-1,1,0,0,0,2,-1,-1
89122,55,99,100,A,4.5,22,1,0,0,3,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,1,1,0,1,1,-1,1,0,0,0,2,-1,-1
89115,76,132,147,A,3.5,24,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,-1,-1,-1,-1,-1
89149,33,0,39,A,4,526,1,1,1,3,1,0,1,0,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,2,1,1,1,-1,1,0,0,0,2,-1,1
89103,93,338,199,B,3.5,320,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,2,0,1,1,-1,1,1,0,0,2,-1,-1
89145,117,128,267,B,3.5,115,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,0,-1,2,-1,-1
89147,61,113,112,A,3.5,314,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,1,0,0,1,2,0,0,1,-1,1,0,0,0,2,-1,0
89139,13,10,24,A,3.5,150,1,1,1,3,1,0,0,1,1,0,0,0,0,1,1,2,1,1,1,0,0,0,0,1,1,1,0,1,1,-1,1,0,0,0,2,-1,-1
89121,65,115,166,A,4.5,765,2,1,1,3,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,2,1,1,1,-1,1,1,0,0,1,-1,1
89130,9,40,34,A,3,7,0,0,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,-1,-1,-1,-1,-1
89123,5,9,11,A,4.5,16,2,1,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,3,0,1,0,0,1,1,0,0,1,-1,1,1,-1,-1,-1,-1,-1
89117,31,33,64,B,3.5,92,0,1,0,3,1,0,1,0,1,0,0,0,0,1,1,2,1,0,1,1,0,0,0,1,1,1,0,0,1,-1,0,0,0,-1,2,-1,-1
89146,89,167,254,B,4.5,132,0,1,0,3,0,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,1,1,0,0,1,-1,1,0,0,0,2,-1,-1
89139,43,75,110,A,3,70,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,1,2,0,1,1,-1,1,0,0,0,3,-1,-1
89130,3,6,6,A,4,11,1,1,0,3,1,0,1,1,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,2,0,1,1,1,1,-1,-1,-1,-1,-1,-1
89123,73,128,186,A,4,957,1,1,1,3,1,0,1,2,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,2,1,1,1,-1,1,1,0,0,2,-1,-1
89121,70,130,158,B,2.5,24,2,1,0,3,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,-1,-1,1,-1
89119,45,243,191,C,3.5,65,2,1,0,3,1,0,1,1,1,0,0,1,0,0,1,3,1,1,0,2,0,0,0,0,1,1,0,1,1,-1,1,0,0,-1,3,-1,-1
89131,35,91,85,A,2.5,81,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,1,0,1,1,2,0,1,1,-1,1,1,0,0,-1,-1,-1
89101,50,38,114,A,4,212,2,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,0,1,3,0,0,0,1,1,2,0,1,1,1,1,0,0,-1,-1,0,-1
89117,7,0,0,A,4.5,157,0,1,1,3,1,0,1,1,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,-1,1,1,-1,-1,-1
89101,45,30,146,B,4,110,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89108,64,171,153,A,3,31,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89104,58,45,122,A,4,88,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,-1,0,0,-1,-1,-1
89183,19,15,54,A,3,32,0,1,0,3,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1
89147,13,32,26,A,3,22,1,0,0,3,0,0,1,1,1,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,2,1,1,1,1,-1,0,-1,-1,-1,-1,-1
89118,14,18,38,B,3.5,62,0,0,0,3,0,0,1,1,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,-1,1,1,-1,-1,2,-1,-1
89134,9,32,26,A,3,11,0,0,0,3,1,0,1,0,1,0,0,0,0,1,1,2,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89178,33,27,75,A,4,320,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,1,0,1,1,1,0,1,1,-1,1,1,1,1,-1,-1,-1
89117,66,62,148,A,3.5,207,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,2,1,1,1,-1,1,1,0,-1,2,-1,-1
89101,67,102,188,A,3,8,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89123,1,0,0,A,2.5,3,0,1,0,3,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89123,1,0,0,A,3.5,9,2,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,-1,-1,-1,-1
89117,26,105,70,A,2.5,82,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1,2,1,1,1,0,0,1,0,1,1,2,1,1,1,1,-1,1,-1,-1,2,-1,-1
89115,64,36,158,A,4,9,0,1,0,3,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89115,64,36,158,A,2,24,0,0,0,3,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89115,64,36,158,A,3,37,0,1,0,3,0,0,1,1,1,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,0,0,-1,-1,-1
89117,11,12,25,A,4,96,2,2,0,3,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,3,1,1,1,-1,1,0,-1,-1,-1,-1,-1
89148,37,27,91,A,4,264,2,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,1,0,0,1,2,1,1,1,-1,1,1,0,0,3,-1,1
89121,13,36,63,B,4,10,0,0,0,3,1,0,1,1,0,0,0,0,1,0,1,3,1,1,1,1,0,1,0,0,1,1,0,0,1,-1,1,1,-1,-1,-1,-1,0
89118,89,247,241,B,4,733,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,1,1,1,-1,1,0,0,-1,2,-1,-1
89113,28,34,55,A,3.5,170,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,0,1,-1,1,0,0,0,2,-1,0
89117,14,45,32,A,4.5,9,0,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,-1,-1,-1,-1,-1
89121,47,8,84,A,3,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,-1,-1,-1,-1,-1
89102,157,120,344,B,4,338,0,1,1,3,1,0,1,1,0,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,1,1,0,1,1,-1,1,1,0,0,2,-1,1
89103,10,27,19,A,3.5,15,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,1,-1,-1,-1,-1,-1
89119,61,108,121,B,3,119,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,4,1,0,1,1,0,0,0,0,1,1,0,0,1,-1,0,0,0,0,5,-1,-1
89119,11,16,16,A,4,12,0,0,0,3,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,-1,-1,-1,-1,-1
89121,21,0,59,C,1.5,12,0,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,1,-1,1,1,-1,-1,-1,-1,-1
89121,21,0,59,C,2,21,0,1,0,3,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,3,0,0,0,0,1,1,0,0,1,1,-1,1,-1,-1,1,-1,0
89121,21,0,59,C,2.5,36,0,1,0,3,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,-1,1,-1,-1,1,-1,-1
89121,21,0,59,C,2,6,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,0
89121,21,0,59,C,2,23,0,0,0,3,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,3,0,0,0,0,0,1,0,0,1,1,-1,1,-1,-1,-1,-1,-1
89146,123,146,253,A,4,543,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,1,1,1,1,-1,1,1,0,0,2,-1,1
89103,16,42,49,A,4,23,2,0,0,3,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2,0,1,0,1,1,0,-1,-1,-1,-1,-1
89121,35,88,100,A,3,12,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,0,0,1,1,-1,1,-1,-1,-1,-1,-1
89148,36,54,79,A,3,35,1,1,0,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,1,1,1,-1,0,-1,-1,-1,-1,-1
89130,70,104,147,A,4,82,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,2,0,1,1,1,-1,0,-1,0,3,-1,-1
89115,47,39,87,A,3.5,54,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,2,0,0,1,1,-1,0,-1,-1,2,-1,-1
89108,85,24,211,B,4,12,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,2,0,1,1,1,-1,0,-1,-1,-1,-1,-1
89109,40,89,82,A,2.5,12,0,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,-1,0,-1,-1,-1,-1,-1
89109,40,89,82,A,4,18,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,-1,-1,2,-1,-1
89128,16,36,39,A,3,73,2,2,0,3,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,3,1,1,1,-1,1,0,-1,-1,-1,-1,-1
89106,42,47,96,B,4.5,415,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0,2,0,0,1,-1,1,0,0,0,3,-1,0
89118,42,80,92,A,4,168,1,1,1,3,1,0,1,0,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,2,0,1,1,1,-1,1,0,1,2,-1,1
89131,7,16,16,A,3,72,0,0,0,3,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,-1,-1,1,-1,-1
89128,31,42,77,A,4,9,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89119,26,45,50,A,4,44,0,1,0,3,1,0,1,0,1,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,-1,-1,2,-1,-1
89118,41,122,85,B,3,97,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89123,33,72,66,A,4,232,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,2,0,0,1,-1,1,0,1,-1,2,-1,-1
89119,46,107,111,B,3.5,93,0,0,1,3,1,0,1,1,0,0,0,0,0,0,1,3,1,0,1,1,0,1,0,0,1,1,0,0,1,-1,1,0,0,-1,3,-1,-1
89123,16,0,29,A,3.5,129,0,1,1,3,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,-1,1,0,1,0,1,-1,0
89101,36,30,96,B,3.5,24,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,-1,1,0,-1,-1,-1,-1,-1
89143,91,6,208,A,3.5,240,2,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,1,1,2,0,1,1,-1,1,1,0,0,2,-1,1
89110,35,68,81,A,4,30,1,0,0,3,1,0,1,2,1,0,0,0,0,0,1,5,1,1,1,1,0,0,0,1,1,2,1,1,1,-1,1,1,-1,-1,5,-1,1
89123,43,70,127,A,4,180,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,2,0,0,1,-1,1,0,0,-1,-1,-1,-1
89101,24,36,43,A,4,122,2,1,1,3,1,0,1,2,1,0,0,0,0,1,0,2,1,0,1,1,0,0,0,1,1,2,1,0,1,1,1,0,0,-1,-1,0,-1
89147,41,118,90,B,4.5,578,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,2,1,1,1,-1,1,1,1,1,2,-1,1
89119,132,0,322,B,3.5,28,1,1,0,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,0,3,0,0,0,0,1,1,0,1,1,1,-1,0,0,-1,-1,-1,-1
89119,5,10,10,A,2.5,13,2,1,0,3,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2,0,1,1,1,1,1,-1,-1,-1,-1,-1
89119,82,0,190,B,4,156,2,1,1,3,1,0,1,1,0,0,0,0,0,1,1,3,1,1,1,1,0,0,0,0,1,1,0,1,1,1,-1,0,-1,-1,3,-1,1
89103,54,14,109,A,4,487,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,1,2,1,1,1,-1,1,0,0,0,2,-1,1
89102,38,83,84,D,4,1617,1,1,1,3,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,2,0,1,1,-1,1,0,0,0,2,-1,1
89102,38,83,84,D,4,726,1,1,1,3,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,2,0,1,1,1,-1,0,0,0,2,-1,1
89119,35,35,79,B,4,194,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,1,1,0,0,1,1,-1,0,0,0,2,-1,0
89110,28,33,53,A,3.5,3,2,1,0,3,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,-1,1,-1,-1,-1,-1,-1
89123,17,0,42,A,4.5,138,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,1,0,1,1,-1,1,0,0,1,-1,-1,-1
89103,46,60,103,B,4,688,2,1,1,3,1,0,1,1,1,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,1,2,1,1,1,-1,1,1,0,1,4,-1,1
89147,5,4,13,C,3.5,29,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,-1,-1,-1,-1,-1
89183,18,24,43,A,3.5,66,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89156,41,80,106,A,3.5,63,0,1,0,3,1,0,1,1,1,0,0,0,0,0,1,3,1,1,0,1,0,0,0,1,1,2,1,0,1,-1,1,1,0,-1,3,-1,-1
89109,34,33,71,A,2,60,0,0,0,3,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,-1,0,0,-1,1,-1,-1
89147,53,36,96,A,4.5,542,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,2,1,1,1,-1,1,0,0,0,2,-1,-1
89147,70,156,185,A,4,381,2,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,2,1,1,1,-1,1,0,0,0,2,-1,-1
89102,50,96,101,A,4,99,0,2,1,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,-1,0,0,0,2,-1,-1
89117,31,96,84,A,4,96,2,1,1,3,1,0,1,1,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,1,2,0,1,1,1,1,1,0,-1,3,1,-1
89121,77,51,197,A,4,45,1,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,-1,0,1,-1,-1,-1,-1
89124,77,165,170,A,3.5,315,2,1,1,3,1,0,1,1,1,0,0,1,0,0,1,4,1,1,0,1,0,1,0,0,1,2,1,1,1,0,1,1,0,0,4,0,1
89121,33,81,70,A,3.5,118,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,-1,0,1,0,-1,1,-1,0
89148,80,94,204,B,4,495,1,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,2,1,1,1,-1,0,0,0,0,2,-1,1
89183,7,32,17,A,4,58,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1
89102,85,70,194,A,4.5,34,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,1,1,0,1,1,-1,1,0,0,0,2,-1,1
89102,11,15,33,A,4,33,2,1,0,3,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,2,0,1,0,0,1,1,0,0,1,1,1,-1,0,0,-1,1,-1
89141,1,8,8,A,3,9,2,0,0,3,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2,1,1,1,1,-1,0,-1,-1,-1,-1,-1
89118,4,18,15,A,4,21,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,1,1,0,1,-1,1,1,-1,-1,-1,-1,-1
89134,117,6,255,A,3,142,0,1,0,3,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,1,1,-1,1,0,0,-1,2,-1,-1
89030,91,216,226,B,3.5,56,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,1,-1,1,0,0,-1,2,-1,0
89141,34,0,80,A,3,109,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,4,1,0,1,1,0,0,0,0,1,1,0,0,1,-1,1,0,0,-1,4,-1,0
89147,13,40,32,A,4.5,26,0,1,0,3,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1
89183,93,0,223,A,3.5,141,0,2,1,3,1,0,1,1,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,1,0,1,0,0,1,1,-1,0,0,0,2,-1,0
89121,76,0,153,B,3.5,8,0,0,0,3,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1
89134,48,122,93,A,3.5,134,0,1,1,3,1,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,1,0,0,1,-1,1,0,1,-1,2,-1,0
89108,17,66,35,A,3,27,2,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,2,0,0,1,1,1,0,0,-1,-1,1,-1
