89104,90.27358599913043,12
89148,90.53138990583335,5
89103,90.0002163775,21
89121,87.92697734407409,9
89102,88.74154527600002,19
89119,90.02655428441176,15
89129,93.083002346,8
89110,90.67308096105263,6
89183,93.20238095300002,6
89120,89.39675324799998,3
89131,93.90306122428571,3
89101,91.1455594025,12
89147,91.03866194727274,14
89108,90.07086881157895,10
89128,91.66367401533333,8
89117,91.36419962134617,22
89123,90.73144034342104,11
89146,88.98426806892857,13
89106,89.91416702923077,6
89145,92.5993266,4
89130,91.13032020062501,8
89113,93.279220779,4
89109,91.63815987833333,3
89115,90.69124337411765,4
89118,90.18116838238095,10
89139,92.1999975370588,8
89169,91.00196039125,6
89030,87.47685185,1
89122,90.68803133125,5
89135,93.77289377285716,2
89014,91.66666667,1
89032,89.54545455,1
89134,93.43253968166668,3
89141,93.23565323666666,3
89107,90.3472222225,2
89178,94.15151515199999,2
89149,93.25838744625,3
89143,91.67857143,1
89156,93.47619047666667,1
89124,92.36842105,1
89142,88.055555555,1
